ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2266013,Whirlpool,WED72HED*+,WED72HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW72HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED72HED*+_05032016195723_5443561,No
2266033,Whirlpool,WED7505FW*,WED7505FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED7505FW*_05032016215118_2278543,No
2266034,Whirlpool,WED7540FW*,WED7540FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED7540FW*_05032016215308_2388863,No
2266006,Whirlpool,WED7590FW*,WED7590FW*,,8,Electric,,,7.4,38,27,31,3.93,608,69,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW7590F**_11062015014728_70052530,06/01/2016,04/28/2016,United States,ES_22856_WED7590FW*_05032016181633_9393419,No
2266035,Whirlpool,WED75HEFW*,WED75HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WED75HEFW*_05032016215846_2726787,No
2327885,Whirlpool,WGD6620H**,WGD6620H**,,883049457727,Gas,,,7.4,38,27,31,3.48,687,66,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW6620H**_10142018184846_2926289,10/15/2018,09/26/2018,United States,ES_1129244_WGD6620H**_10142018203415_9255137,No
2327886,Whirlpool,WGD8620H**,WGD8620H**,,883049457741,Gas,,,7.4,38,27,31,3.48,687,66,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,10/15/2018,09/26/2018,United States,ES_1129244_WGD8620H**_10142018202938_8978529,No
2265545,Whirlpool,WGD9500EC*,WGD9500EC*,,8,Gas,,,8.2,41,29,33,3.48,687,61,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WGD9500EC*_04282016200554_3954361,No
2265546,Whirlpool,WGD9500EW*,WGD9500EW*,,8,Gas,,,8.2,41,29,33,3.48,687,61,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Other,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,No,,,,,No,,06/01/2016,04/28/2016,United States,ES_22856_WGD9500EW*_04282016200744_4064326,No
2327892,Whirlpool,WGD9620H**,WGD9620H**,,883049457765,Gas,,,7.4,38,27,31,3.48,687,67,"WHAT TO DRY – REGULAR, HOW TO DRY - NORMAL, TEMPERATURE HIGH, DRYNESS LEVEL NORMAL, ECOBOOST ON – LEAF, WI- FI OFF, WRINKLE SHIELD OFF","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle",Vented,Yes,Wi-Fi,Other,No,,No,,10/15/2018,09/26/2018,United States,ES_1129244_WGD9620H**_10142018211945_1985578,No
2278428,Whirlpool,WHD3090G**,WHD3090G**,,883049416434,Ventless Electric Compact 240V,Heat Pump,240,4.3,34,24,25,3.71,229,66,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,ES_22856_WFW3090G**_08252016203207_7127465,08/26/2016,09/02/2016,United States,ES_22856_WHD3090G**_09022016222102_4862252,No
2278396,Whirlpool,WHD5090G**,WHD5090G**,,8,Ventless Electric Compact 240V,Heat Pump,240,4.3,34,24,25,3.71,229,64,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,ES_22856_WFW5090J**_12262018151657_7417290,08/26/2016,09/02/2016,United States,ES_1129244_WHD5090G**_09022016215434_3274685,No
2331310,Whirlpool,WHD560CH**,WHD560CH**,,883049457512,Electric,Hybrid Heat Pump,,7.4,38,27,31,5.2,460,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO ON, AUTO TERM","Time remaining display,Drum light,Wrinkle prevention option,Steam cycle,Sanitization cycle",Ventless,No,,,,5.56,Yes,ES_15649_WFW5620H**_10142018184621_2781148,12/23/2018,12/12/2018,United States,ES_22856_WHD560CH**_12122018194938_4178680,Yes
2331311,Whirlpool,WHD862CH**,WHD862CH**,,883049458069,Electric,Hybrid Heat Pump,,7.4,38,27,31,5.2,460,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Ventless,No,,,,5.56,No,,12/23/2018,12/12/2018,United States,ES_22856_WHD862CH**_12122018195041_4241942,Yes
2327888,Whirlpool,YWED560LH**,YWED560LH**,,883049457536,Electric,,,7.4,38,27,31,3.93,608,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Ventless,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,Canada,ES_1129244_YWED560LH**_10142018205243_0363038,No
2327881,Whirlpool,YWED5620H**,YWED5620H**,,883049457543,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW5620H**_10142018184621_2781148,10/15/2018,09/26/2018,Canada,ES_1129244_YWED5620H**_10142018194730_6450286,No
2327883,Whirlpool,YWED6620H**,YWED6620H**,,883049457550,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,Yes,ES_15649_WFW6620H**_10142018184846_2926289,10/15/2018,09/26/2018,Canada,ES_1129244_YWED6620H**_10142018194609_6369859,No
2266017,Whirlpool,YWED72HED*+,YWED72HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW72HED*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YWED72HED*+_05032016201647_6607835,No
2266042,Whirlpool,YWED7505FW*,YWED7505FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED7505FW*_05032016223143_4703163,No
2266052,Whirlpool,YWED7505FW*,YWED7505FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED7505FW*_05032016225146_5906874,No
2266043,Whirlpool,YWED7540FW*,YWED7540FW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED7540FW*_05032016223313_4793810,No
2266044,Whirlpool,YWED75HEFW*,YWED75HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED75HEFW*_05032016223515_4915607,No
2266024,Whirlpool,YWED7990FW*,YWED7990FW*,,883049390017,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,4.44,Yes,ES_15649_WFW560CH**_10142018184540_2740679,11/01/2015,04/28/2016,Canada,ES_22856_YWED7990FW*_05032016211346_0026661,Yes
2266095,Whirlpool,YWED8000D*+,YWED8000D*+,",YWED8500D*+,",8,Electric,,,8.8,42,29,32,3.93,608,69,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED8000D*+_05042016160321_7801856,No
2266018,Whirlpool,YWED81HED*+,YWED81HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,No,,Yes,ES_0022856_WFW81HED*+_03252014114010_2713436,06/01/2016,04/28/2016,Canada,ES_22856_YWED81HED*+_05032016194850_4930655,No
2282566,Whirlpool,YWED8540FW*,YWED8540FW*,,883049421513,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW8540F**_08222016230047_6847335,03/08/2016,10/27/2016,Canada,ES_22856_YWED8540FW*_10272016175919_1159465,No
2282567,Whirlpool,YWED85HEFBL*,YWED85HEFBL*,,883049421544,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,Canada,ES_22856_YWED85HEFBL*_10272016175205_0725892,No
2282568,Whirlpool,YWED85HEFC*,YWED85HEFC*,,883049416939,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,Canada,ES_22856_YWED85HEFC*_10272016175101_0661959,No
2282569,Whirlpool,YWED85HEFW*,YWED85HEFW*,,883049416915,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_WFW85HEF**_08222016224607_5967915,03/08/2016,10/27/2016,Canada,ES_22856_YWED85HEFW*_10272016174958_0598407,No
2327882,Whirlpool,YWED8620H**,YWED8620H**,,883049457574,Electric,,,7.4,38,27,31,3.93,608,74,"REGULAR + NORMAL, HIGH TEMP (5 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECOBOOST ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,No,,,,,No,,10/15/2018,09/26/2018,Canada,ES_1129244_YWED8620H**_10142018194021_6021423,No
2266019,Whirlpool,YWED87HED*+,YWED87HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW87HED*+_02102015015120_70023227,06/01/2016,04/28/2016,Canada,ES_22856_YWED87HED*+_05032016195410_5250875,No
2266045,Whirlpool,YWED90HEFC*,YWED90HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_C_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED90HEFC*_05032016213023_1023083,No
2266046,Whirlpool,YWED90HEFW*,YWED90HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW90HEF**_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED90HEFW*_05032016213538_1338993,No
2266025,Whirlpool,YWED9290FC*,YWED9290FC*,,883049381527,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,4.43,Yes,ES_22856_WFW7590F**_04262016215255_7575072,11/01/2015,04/28/2016,Canada,ES_22856_YWED9290FC*_05032016205935_9175921,Yes
2266026,Whirlpool,YWED9290FW*,YWED9290FW*,,883049381510,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,4.43,Yes,ES_22856_WFW7590F**_04262016215255_7575072,11/01/2015,04/28/2016,Canada,ES_22856_YWED9290FW*_05032016210322_9402003,Yes
2266047,Whirlpool,YWED92HEFBD*,YWED92HEFBD*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_BD_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED92HEFBD*_05032016213738_1458621,No
2266048,Whirlpool,YWED92HEFC*,YWED92HEFC*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_C_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED92HEFC*_05032016213948_1588459,No
2266049,Whirlpool,YWED92HEFU*,YWED92HEFU*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_U_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED92HEFU*_05032016214232_1752405,No
2266050,Whirlpool,YWED92HEFW*,YWED92HEFW*,,8,Electric,,,7.4,38,27,31,3.93,608,73,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW92HEF**_12072015113037_70054797,06/01/2016,04/28/2016,Canada,ES_22856_YWED92HEFW*_05032016214652_2012327,No
2266055,Whirlpool,YWED9500EC*,YWED9500EC*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED9500EC*_05032016230317_6597731,No
2266057,Whirlpool,YWED9500EC*,YWED9500EC*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED9500EC*_05032016231750_7470657,No
2266056,Whirlpool,YWED9500EW*,YWED9500EW*,,8,Electric,,,9.2,41,29,33,3.93,608,74,"ECOBOOST, MIXED + NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED9500EW*_05032016230704_6824616,No
2266093,Whirlpool,YWED95HED*+,YWED95HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW95HED*+_03252014114036_2713436,06/01/2016,04/28/2016,Canada,ES_22856_YWED95HED*+_05042016152513_5513859,No
2327891,Whirlpool,YWED9620H**,YWED9620H**,,883049457598,Electric,,,7.4,38,27,31,3.93,608,74,"WHAT TO DRY – REGULAR, HOW TO DRY - NORMAL, TEMPERATURE HIGH, DRYNESS LEVEL NORMAL, ECOBOOST ON – LEAF, WI- FI OFF, WRINKLE SHIELD OFF","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle",Ventless,Yes,Wi-Fi,Other,No,,No,,10/15/2018,09/26/2018,Canada,ES_1129244_YWED9620H**_10142018211007_1407649,No
2266094,Whirlpool,YWED97HED*+,YWED97HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,65,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW97HED*+_05212014112855_2728484,06/01/2016,04/28/2016,Canada,ES_22856_YWED97HED*+_05042016153710_6230752,No
2266097,Whirlpool,YWED99HED*+,YWED99HED*+,,8,Electric,,,7.3,38,27,30,4.5,531,71,"ECO, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL",Other,Ventless,No,,,,,No,,06/01/2016,04/28/2016,Canada,ES_22856_YWED99HED*+_05042016161734_8654607,No
2278429,Whirlpool,YWHD3090G**,YWHD3090G**,,8,Ventless Electric Compact 240V,Heat Pump,240,4.3,34,24,25,3.71,229,66,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,ES_22856_WFW3090G**_08252016203207_7127465,08/26/2016,09/02/2016,Canada,ES_22856_YWHD3090G**_09022016222153_4913531,No
2278397,Whirlpool,YWHD5090G**,YWHD5090G**,,8,Ventless Electric Compact 240V,Heat Pump,240,4.3,34,24,25,3.71,229,64,"NORMAL CYCLE, AUTOMATIC TERMINATION, NORMAL / DRY - DRYNESS LEVEL","Time remaining display,Steam cycle,Other",Ventless,No,,,,,Yes,ES_22856_WFW5090J**_12262018151657_7417290,08/26/2016,09/02/2016,Canada,ES_1129244_YWHD5090G**_09022016215957_3597696,No
2331312,Whirlpool,YWHD560CH**,YWHD560CH**,,883049457604,Electric,Hybrid Heat Pump,,7.4,38,27,31,5.2,460,70,"REGULAR + NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Ventless,No,,,,5.56,Yes,ES_15649_WFW5620H**_10142018184621_2781148,12/23/2018,12/12/2018,Canada,ES_22856_YWHD560CH**_12122018195003_4203765,Yes
2266021,Whirlpool,WED7990FW*,WED7990FW*,,883049382555,Electric,Hybrid Heat Pump,,7.4,38,27,31,4.5,531,75,"NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Drum light,Supplementary Drying System,Time remaining display,Wrinkle prevention option,Other,Filter cleaning indicator,Sanitization cycle",Ventless,No,,,,4.44,Yes,ES_15649_WFW560CH**_10142018184540_2740679,11/01/2015,04/28/2016,United States,ES_22856_WED7990FW*_05032016210548_9548975,Yes
2266007,Whirlpool,WED8000D*+,WED8000D*+,,8,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WTW8000D*+_10032014035931_2767884,06/01/2016,04/28/2016,United States,ES_22856_WED8000D*+_05032016182429_9869058,No
2266014,Whirlpool,WED81HED*+,WED81HED*+,,8,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WFW81HED*+_02102015015120_70023227,06/01/2016,04/28/2016,United States,ES_22856_WED81HED*+_05032016195950_5590102,No
2266008,Whirlpool,WED8500D*+,WED8500D*+,,8,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_0022856_WTW8500D*+_10032014035931_2767884,06/01/2016,04/28/2016,United States,ES_22856_WED8500D*+_05032016182742_0062788,No
2282560,Whirlpool,WED8510FW*,WED8510FW*,,883049412542,Electric,,,8.8,45,29,32,3.93,608,67,"MIXED, NORMAL CYCLE, ECOBOOST, AUTOMATIC TERMINATION, HIGH HEAT, MID-POINT DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Other,Steam cycle,Filter cleaning indicator,Sanitization cycle",Vented,No,,,,,Yes,ES_22856_MVWB855D*+_04262016195130_0290983,03/08/2016,10/27/2016,United States,ES_22856_WED8510FW*_10272016173353_9633607,No
