ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Power Conversion Mechanism,Minimum Configuration Tested Model Number,Active Output Power Rating Minimum Configuration (W),Apparent Output Power Rating Minimum Configuration (VA),Maximum Configuration Tested Model Number,Active Output Power Rating Maximum Configuration (W),Apparent Output Power Rating Maximum Configuration (VA),Topology (ac),Topology and Product Type Combined,Application,Rated Input Voltage (V rms),Rated Input Frequency (Hz),Rated Output Voltage (V),Rated Output Frequency (Hz),Rack Mountable,Rack Mount Height (U),Height (mm),Width (mm),Depth (mm),Total Number of Outlets,Number of Battery Backup and Surge Protected Outlets,Number of Surge Protected Only Outlets,Normal Mode(s) Input Dependency Characteristic (ac),Modular UPS,Number of Normal Modes,Default Normal Mode (ac),Test Input Voltage (V rms),Test Input Frequency (Hz),Test Output Voltage (V),Test Output Frequency (Hz),Total Input Power in W at 0% Load Min Config Lowest Dependency (ac),Total Input Power in W at 0% Load Min Config Highest Dependency (ac),Efficiency at 25% Load Min Config Lowest Dependency (ac),Efficiency at 25% Load Min Config Highest Dependency (ac),Efficiency at 50% Load Min Config Lowest Dependency (ac),Efficiency at 50% Load Min Config Highest Dependency (ac),Efficiency at 75% Load Min Config Lowest Dependency (ac),Efficiency at 75% Load Min Config Highest Dependency (ac),Efficiency at 100% Load Min Config Lowest Dependency (ac),Efficiency at 100% Load Min Config Highest Dependency (ac),Weighted Efficiency Calc Min Config Lowest Dependency,Weighted Efficiency Calc Min Config Highest Dependency,Total Input Power in W at 0% Load Minimum Configuration (dc),Efficiency at 30% Load Minimum Configuration (dc),Efficiency at 40% Load Minimum Configuration (dc),Efficiency at 50% Load Minimum Configuration (dc),Efficiency at 60% Load Minimum Configuration (dc),Efficiency at 70% Load Minimum Configuration (dc),Efficiency at 80% Load Minimum Configuration (dc),Minimum Configuration Input Power Factor Lowest-Input Dependency,Minimum Configuration Input Power Factor Highest-Input Dependency,Total Input Power in W at 0% Load Max Config Lowest Dependency (ac),Total Input Power in W at 0% Load Max Config Highest Dependency (ac),Efficiency at 25% Load Max Config Lowest Dependency (ac),Efficiency at 25% Load Max Config Highest Dependency (ac),Efficiency at 50% Load Max Config Lowest Dependency (ac),Efficiency at 50% Load Max Config Highest Dependency (ac),Efficiency at 75% Load Max Config Lowest Dependency (ac),Efficiency at 75% Load Max Config Highest Dependency (ac),Efficiency at 100% Load Max Config Lowest Dependency (ac),Efficiency at 100% Load Max Config Highest Dependency (ac),Weighted Efficiency Calc Max Config Lowest Dependency,Weighted Efficiency Calc Max Config Highest Dependency,Total Input Power in W at 0% Load Maximum Configuration  (dc),Efficiency at 30% Load Maximum Configuration (dc),Efficiency at 40% Load Maximum Configuration (dc),Efficiency at 50% Load Maximum Configuration (dc),Efficiency at 60% Load Maximum Configuration (dc),Efficiency at 70% Load Maximum Configuration (dc),Efficiency at 80% Load Maximum Configuration (dc),Maximum Configuration Input Power Factor Lowest-Input Dependency,Maximum Configuration Input Power Factor Highest-Input Dependency,Efficiency (%),Modular UPS Module Tested Model Number,Energy Storage Mechanism,Energy Storage System Technology,Energy Storage System Configuration,Energy Storage System Removable to Another Room,Energy Storage System Runtime at 100% Load (min.),Energy Storage System Runtime at 50% Load (min.),Energy Storage System Warranty (yrs),Energy Storage System Information URL,Battery Recycling URL,Network Connections Available,Communication Protocols,Communication Protocol Other,Manufacturer Take Back Program,Manufacturer Take Back Program URL,Model Web Page URL,Test Method Guidelines,Date Available on Market,Date Certified,Markets,CB Model Identifier
2325952,"Delta Electronics, Inc. Tainan Branch",Delta,RT-2K,RT-2K,,Ac-output UPS,Static,RT-2K,1800,2000,RT-2K,,,Double Conversion,ac - Double Conversion (VFI),Consumer,100-120,50-60,100-120,50-60,Yes,,88,440,430,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,120,60,120,60,35.94,,90,,92.1,,92.5,,92,,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,3,12,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,09/08/2018,"United States, Taiwan, Canada",ES_1140198_RT-2K_09162018074236_3756430
2325955,"Delta Electronics, Inc. Tainan Branch",Delta,RT-1.5K,RT-1.5K,,Ac-output UPS,Static,RT-1.5K,1350,1500,RT-1.5K,,,Double Conversion,ac - Double Conversion (VFI),Consumer,100-120,50-60,100-120,50-60,Yes,,88,440,430,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,120,60,120,60,33.72,,88.2,,90.9,,91.4,,91.2,,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,3,12,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,09/14/2018,"United States, Taiwan, Canada",ES_1140198_RT-1.5K_09142018025605_3765908
2326091,"Delta Electronics, Inc. Tainan Branch",Delta,RT-3K,RT-3K,,Ac-output UPS,Static,RT-3K,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),Consumer,100-120,50-60,100-120,50-60,Yes,,88,440,565,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,120,60,120,60,53.656,,87.4,,91.4,,92.3,,92.1,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,3,12,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,09/19/2018,"United States, Taiwan, Canada",ES_1140198_RT-3K_09192018065205_9925142
2327102,"Delta Electronics, Inc. Tainan Branch",Delta,RT-10K,RT-10K,,Ac-output UPS,Static,RT-10K,10000,10000,RT-10K,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,,176,440,665,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,240,60,240,60,111.03,,94.3,,94.9,,95.4,,95.2,,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,3,12,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,10/05/2018,"United States, Taiwan, Canada",ES_1140198_RT-10K_10052018083627_8587153
2327103,"Delta Electronics, Inc. Tainan Branch",Delta,RT-8K,RT-8K,,Ac-output UPS,Static,RT-8K,8000,8000,RT-8K,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,,176,440,665,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,240,60,240,60,61.92,,94.1,,94.2,,94.6,,94.8,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,5,15,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,10/05/2018,"United States, Taiwan, Canada",ES_1140198_RT-8K_10052018083646_8606062
2330293,"Delta Electronics, Inc. Tainan Branch",Delta,RT-6K,RT-6K,"RT-5K,RT-5K,",Ac-output UPS,Static,RT-6K,6000,6000,RT-6K,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,4,176,440,665,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,240,60,240,60,55.9,,92.7,,94.4,,94.5,,94.1,,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,N/A,2,9,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,11/01/2018,11/28/2018,"United States, Taiwan, Canada",ES_1140198_RT-6K_11282018055911_4751980
2331596,"Delta Electronics, Inc. Tainan Branch",Delta,RT-15K,RT-15K,,Ac-output UPS,Static,RT-15K,15000,15000,RT-15K,,,Double Conversion,ac - Double Conversion (VFI),Commercial,220-240,50-60,220-240,50-60,Yes,,88,440,730,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,240,60,240,60,176.6,,94.8,,95.8,,96,,96.1,,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,5,15,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,01/15/2019,12/18/2018,"United States, Taiwan, Canada",ES_1140198_RT-15K_12182018082955_1795446
2331597,"Delta Electronics, Inc. Tainan Branch",Delta,RT-20K,RT-20K,,Ac-output UPS,Static,RT-20K,20000,20000,RT-20K,,,Double Conversion,ac - Double Conversion (VFI),Commercial,220-240,50-60,220-240,50-60,Yes,,88,440,730,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,240,60,240,60,189.3,,95,,96,,96,,95.9,,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,N/A,3,10,3,N/A,,"Serial Port,USB Port,Ethernet",Other,USB HID Power Devices,No,,N/A,N/A,01/15/2019,12/18/2018,"United States, Taiwan, Canada",ES_1140198_RT-20K_12182018100305_7385296
2331031,Eaton Corporation,EATON,9PX3000RTAU,9PX3000RTAU,,Ac-output UPS,Static,9PX3000RTAU,2700,3000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.4621,,90.5,,93.4,,94.1,,94.1,,93.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,14,2,N/A,,"Serial Port,USB Port,Ethernet","SNMP (v1, 2 or 3)",,No,,http://www.eaton.com/us/en-us/skuPage.9PX3000RT.html,N/A,11/28/2018,11/28/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX3000RTAU_11282018091941_5475913
2331032,Eaton Corporation,EATON,9PX2000RTAU,9PX2000RTAU,,Ac-output UPS,Static,9PX2000RTAU,1800,2000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.4783,,88,,92,,93.1,,93.3,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,8,20,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX2000RT.html,N/A,11/28/2018,11/28/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX2000RTAU_11282018101449_2664488
2331033,Eaton Corporation,EATON,9PX1000IRT,9PX1000IRT,,Ac-output UPS,Static,9PX1000IRT,1000,1000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,450,440,8,8,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.35,,84.8,,89.8,,91.3,,91.7,,90.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,6,18,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX1000RT.html,N/A,12/05/2018,12/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX1000IRT_12052018153450_9804760
2331034,Eaton Corporation,EATON,9PX1000GRT,9PX1000GRT,,Ac-output UPS,Static,9PX1000GRT,1000,1000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,450,440,8,8,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.35,,84.8,,89.8,,91.3,,91.7,,90.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,90.9,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,7,17,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX1000GRT.html,N/A,12/05/2018,12/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX1000GRT_12052018155254_5587226
2331035,Eaton Corporation,EATON,9PX2200IRT2U,9PX2200IRT2U,,Ac-output UPS,Static,9PX2200IRT2U,2200,2200,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.48,,89.3,,92.5,,93.3,,93.3,,93.1,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.1,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/fr/en-gb/skuPage.9PX2200IRT2U.html,N/A,12/05/2018,12/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX2200IRT2U_12052018160306_1109988
2331036,Eaton Corporation,EATON,9PX2200IRT3U,9PX2200IRT3U,,Ac-output UPS,Static,9PX2200IRT2U,2200,2200,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,3,130,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.48,,89.3,,92.5,,93.3,,93.3,,93.1,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.1,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/fr/en-gb/skuPage.9PX2200IRT3U.html,N/A,12/05/2018,12/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX2200IRT3U_12052018161433_4837148
2331037,Eaton Corporation,EATON,9PX2200GRT,9PX2200GRT,,Ac-output UPS,Static,9PX2200IRT2U,2200,2200,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.48,,89.3,,92.5,,93.3,,93.3,,93.1,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.1,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,6,17,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX2200GRT.html,N/A,12/05/2018,12/05/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX2200GRT_12052018161803_3909785
2331038,Eaton Corporation,EATON,9PX1500IRT,9PX1500IRT,,Ac-output UPS,Static,9PX1500IRT,1500,1500,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,450,440,8,8,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.506,,86.1,,90.7,,92,,92.3,,91.7,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,91.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,16,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX1500RT.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX1500IRT_12062018100805_4054222
2331039,Eaton Corporation,EATON,9PX1500GRT,9PX1500GRT,,Ac-output UPS,Static,9PX1500IRT,1500,1500,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,450,440,8,8,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.506,,86.1,,90.7,,92,,92.3,,91.7,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,91.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,5,16,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX1500GRT.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX1500GRT_12062018101917_6402276
2331040,Eaton Corporation,EATON,9PX3000IRT2U,9PX3000IRT2U,,Ac-output UPS,Static,9PX3000IRT2U,3000,3000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.54,,89.4,,92.5,,93,,92.8,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/fr/en-gb/skuPage.9PX3000IRT2U.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_12062018112513_8919444
2331041,Eaton Corporation,EATON,9PX3000IRT3U,9PX3000IRT3U,,Ac-output UPS,Static,9PX3000IRT2U,3000,3000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,3,130,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.54,,89.4,,92.5,,93,,92.8,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/fr/en-gb/skuPage.9PX3000IRT3U.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX3000IRT3U_12062018113600_6216724
2331042,Eaton Corporation,EATON,9PX3000GRT,9PX3000GRT,,Ac-output UPS,Static,9PX3000IRT2U,3000,3000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.54,,89.4,,92.5,,93,,92.8,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX3000GRT.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX3000GRT_12062018113809_6167933
2331043,Eaton Corporation,EATON,9PX3000GLRT,9PX3000GLRT,,Ac-output UPS,Static,9PX3000IRT2U,3000,3000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,2,87,440,605,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,50,230,50,0.54,,89.4,,92.5,,93,,92.8,,92.8,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,92.8,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,4,11,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX3000GLRT.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX3000GLRT_12062018114056_1919536
2331044,Eaton Corporation,EATON,9SX8KiPM,9SX8KiPM,,Ac-output UPS,Static,9PX8KiPM,7200,8000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.9984,,92.4,,94.4,,94.7,,94.6,,94.6,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.6,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,5,16,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://powerquality.eaton.com/dotnetpages/SKUPageMobile.aspx?productID=3425&cx=63,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9SX8KiPM_12062018161015_3553788
2331045,Eaton Corporation,EATON,9PX8KPM,9PX8KPM,,Ac-output UPS,Static,9PX8KiPM,7200,8000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.9984,,92.4,,94.4,,94.7,,94.6,,94.6,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.6,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,5,16,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX8KPM.html,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX8KPM_12062018161214_6941087
2331046,Eaton Corporation,EATON,9PX8KiPM,9PX8KiPM,,Ac-output UPS,Static,9PX8KiPM,7200,8000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.9984,,92.4,,94.4,,94.7,,94.6,,94.6,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.6,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,5,16,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://powerquality.eaton.com/dotnetpages/SKUPageMobile.aspx?mobile=true&cx=22&lx=11&productID=3450,N/A,12/06/2018,12/06/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_Eaton Corporation_9PX8KiPM_12062018155651_4464524
2331275,Eaton Corporation,EATON,9PX11KPM,9PX11KPM,,Ac-output UPS,Static,9PX11KiPM,10000,11000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,1.07,,93.6,,94.8,,95,,94.8,,94.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX11KPM.html,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX11KPM_12112018170829_8851735
2331276,Eaton Corporation,EATON,9SX11KiPM,9SX11KiPM,,Ac-output UPS,Static,9PX11KiPM,10000,11000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,1.07,,93.6,,94.8,,95,,94.8,,94.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,HTTP",,No,,http://powerquality.eaton.com/dotnetpages/SKUPageMobile.aspx?productID=3427&cx=86,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9SX11KiPM_12112018170656_2556463
2331277,Eaton Corporation,EATON,9PX11KiPM,9PX11KiPM,,Ac-output UPS,Static,9PX11KiPM,10000,11000,,,,Double Conversion,ac - Double Conversion (VFI),Data Center,200-250,50-60,200-250,50-60,Yes,3,130,440,700,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,1.07,,93.6,,94.8,,95,,94.8,,94.9,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,94.9,N/A,Battery,Valve Regulated Lead-acid Battery,Separate Enclosure,No,3,10,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://powerquality.eaton.com/9PX11KiPM.aspx?cx=21,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES__9PX11KiPM_12112018165927_5794936
2331278,Eaton Corporation,EATON,9PX6Ki,9PX6Ki,,Ac-output UPS,Static,9SX6KiRT,5400,6000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,3,130,440,722,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.94,,90.3,,93.2,,93.8,,93.8,,93.7,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,8,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://powerquality.eaton.com/9PX6Ki.aspx,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX6Ki_12112018165611_8611786
2331279,Eaton Corporation,EATON,9PX6K,9PX6K,,Ac-output UPS,Static,9SX6KiRT,5400,6000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,3,130,440,722,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.94,,90.3,,93.2,,93.8,,93.8,,93.7,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,8,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://www.eaton.com/us/en-us/skuPage.9PX6K.html,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9PX6K_12112018165458_6339178
2331280,Eaton Corporation,EATON,9SX6KiRT,9SX6KiRT,,Ac-output UPS,Static,9SX6KiRT,5400,6000,,,,Double Conversion,ac - Double Conversion (VFI),Commercial,200-240,50-60,200-240,50-60,Yes,3,130,440,722,,,,Voltage and Frequency Independent,No,Single-normal-mode,Voltage and Frequency Independent,230,60,230,60,0.94,,90.3,,93.2,,93.8,,93.8,,93.7,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,93.7,N/A,Battery,Valve Regulated Lead-acid Battery,Integral,No,3,8,2,N/A,,"Serial Port,USB Port,Ethernet","HTTPS,SNMP (v1, 2 or 3),HTTP",,No,,http://powerquality.eaton.com/9SX6KiRT.aspx,N/A,12/11/2018,12/11/2018,"United States, Switzerland, Taiwan, Japan, Canada",ES_29597_9SX6KiRT_12112018164853_9804623
